"","county","year","dem.vote","dem.vote.perc","rep.vote","rep.vote.perc","oth.vote","oth.vote.perc","num.diff","perc.diff","winning.party","winner","turnout","turnout.perc","total.voting.age","dem.change","rep.change","oth.change","swing.num","swing.perc","swing.turnout","swing.turnout.perc","dem.wins","mostly.dem","dem.2016","most.turnout.drop","most.turnout.drop","use.machines.prop","machine.most.used","all.machines","ftotinc"
"76","Bayfield",2012,6033,61.636697997548,3603,36.8103800572129,152,1.55292194523907,-2430,-24.8263179403351,"Dem","Obama",9788,79.9411956876838,12244,-1.43892515412076,1.269611151425,0.169314002695765,177,2.70853630554576,320,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.428571428571429,"Dominion","Some or no voting machines",NA
"77","Brown",2012,62526,48.496835443038,64836,50.2885331347729,1566,1.21463142218913,2310,1.79169769173492,"Rep","Romney",128928,68.3413462812677,188653,-5.42448170911747,5.517223196815,-0.0927414876975281,13725,10.9417049059325,4174,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",92124.0198290683
"78","Buffalo",2012,3570,50.7174314533314,3364,47.7908793862765,105,1.4916891603921,-206,-2.92655206705498,"Dem","Obama",7039,66.0133170777455,10663,-5.69685426095428,6.0337365291336,-0.336882268179328,820,11.7305907900879,39,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.0434782608695652,"Dominion","Some or no voting machines",NA
"79","Burnett",2012,3986,45.9375360147516,4550,52.437478391149,141,1.62498559409934,564,6.49994237639737,"Rep","Romney",8677,69.8181525587383,12428,-3.98189308285425,4.09493695468493,-0.113043871830675,701,8.07683003753917,-11,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"80","Calumet",2012,11489,43.4859954579864,14539,55.0302800908403,392,1.48372445117335,3050,11.5442846328539,"Rep","Romney",26420,73.3420314798879,36023,-6.73308741577655,6.97558491821808,-0.242497502441514,3623,13.7086723339946,-54,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.941176470588235,"Dominion","Mostly voting machines",NA
"81","Chippewa",2012,15237,49.2596663649295,15322,49.5344626923574,373,1.20587094271305,85,0.274796327427906,"Rep","Romney",30932,64.1969159247037,48183,-4.45671747946861,4.9047779316813,-0.448060452212691,2832,9.36149541114991,701,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",NA
"82","Clark",2012,6172,44.7213970002174,7412,53.7062531700601,217,1.57234982972248,1240,8.98485616984277,"Rep","Romney",13801,55.8541422153871,24709,-7.81966171550828,8.71435918260683,-0.89469746709855,2311,16.5340208981151,-386,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.363636363636364,"Dominion","Some or no voting machines",NA
"83","Columbia",2012,17175,56.2266745236692,13026,42.6438813592614,345,1.12944411706934,-4149,-13.5827931644078,"Dem","Obama",30546,69.8130456643964,43754,-0.691199212324221,0.98974088372168,-0.298541671397456,319,1.6809400960459,1274,NA,3,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"Dominion","Mostly voting machines",NA
"84","Crawford",2012,4629,59.2170909556096,3067,39.2350006396316,121,1.54790840475886,-1562,-19.982090315978,"Dem","Obama",7817,60.274500732516,12969,-3.26881306644281,3.77578500249337,-0.506971936050564,595,7.04459806893618,-164,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"85","Dane",2012,216071,71.0336937547053,83644,27.4981014593285,4466,1.46820478596625,-132427,-43.5355922953768,"Dem","Obama",304181,78.7364622807562,386328,-1.76786417827675,1.6745140429596,0.0933501353171706,492,3.44237822123636,21242,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",152428.761832692
"86","Dodge",2012,18762,42.1731702931127,25211,56.6692141701133,515,1.15761553677396,6449,14.4960438770005,"Rep","Romney",44488,64.113908544582,69389,-2.62285053681509,2.92473106523974,-0.301880528424647,2617,5.54758160205483,1665,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"87","Door",2012,9357,52.9511629223021,8121,45.9566521419274,193,1.09218493577047,-1236,-6.99451078037463,"Dem","Obama",17671,77.2435196922673,22877,-5.06611297724601,5.27248075585113,-0.206367778605137,1794,10.3385937330971,190,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"88","Douglas",2012,14863,64.9209399842754,7705,33.6551061413471,326,1.42395387437757,-7158,-31.2658338429283,"Dem","Obama",22894,65.6609401439757,34867,-0.856505374321827,1.0988026426352,-0.242297268313367,837,1.95530801695704,-1172,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"89","Dunn",2012,11316,51.4550745725718,10224,46.4896325936704,452,2.05529283375773,-1092,-4.96544197890142,"Dem","Obama",21992,62.9710227923491,34924,-5.10240944152185,4.87842723458565,0.223982206936207,2344,9.9808366761075,-997,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.733333333333333,"Dominion","Some or no voting machines",NA
"90","Eau Claire",2012,30666,55.9537276940481,23256,42.4333102215086,884,1.61296208444331,-7410,-13.5204174725395,"Dem","Obama",54806,69.7162046989684,78613,-4.30077148791882,4.33296482976164,-0.0321933418428209,4777,8.63373631768046,-204,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"91","Florence",2012,953,36.3047619047619,1645,62.6666666666667,27,1.02857142857143,692,26.3619047619048,"Rep","Romney",2625,72.6945444475215,3611,-5.92987496674647,6.3538175046555,-0.423942537909018,314,12.283692471402,-60,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"92","Fond du Lac",2012,22379,41.9066701621662,30355,56.842440358039,668,1.25088947979476,7976,14.9357701958728,"Rep","Romney",53402,67.4208087669019,79207,-2.93594207337075,3.01525155005783,-0.079309476687089,3275,5.95119362342857,1079,NA,0,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"93","Forest",2012,2425,52.1729776247849,2172,46.7297762478485,51,1.09724612736661,-253,-5.44320137693632,"Dem","Obama",4648,64.474961853239,7209,-4.90581801903321,4.81220204327882,0.0936159757543948,457,9.71802006231204,-35,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"94","Grant",2012,13594,56.0623556581986,10255,42.2921478060046,399,1.64549653579677,-3339,-13.770207852194,"Dem","Obama",24248,59.5949665749115,40688,-5.10129565759085,5.00596359547831,0.0953320621125564,2468,10.1072592530692,-72,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.192307692307692,"ES&S","Some or no voting machines",NA
"95","Green",2012,11206,57.9960666597661,7857,40.6634923920919,259,1.34044094814201,-3349,-17.3325742676742,"Dem","Obama",19322,68.9554262874273,28021,-4.06285208416401,4.35184892602955,-0.288996841865539,1423,8.41470101019355,788,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",NA
"96","Green Lake",2012,3793,39.2041343669251,5782,59.7622739018088,100,1.03359173126615,1989,20.5581395348837,"Rep","Romney",9675,65.5044008124577,14770,-2.74217435790715,3.20816316355375,-0.465988805646602,596,5.9503375214609,139,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.5625,"ES&S","Some or no voting machines",NA
"97","Iowa",2012,8105,64.6641136109781,4287,34.2029679272379,142,1.13291846178395,-3818,-30.4611456837402,"Dem","Obama",12534,70.002792516057,17905,-2.06660741834763,2.21199123745598,-0.145383819108358,340,4.27859865580361,565,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.16,"ES&S","Some or no voting machines",NA
"98","Iron",2012,1784,49.1189427312775,1790,49.284140969163,58,1.59691629955947,6,0.165198237885463,"Rep","Romney",3632,74.1981613891726,4895,-6.65028803795324,6.62679831182034,0.0234897261328977,456,13.2770863497736,200,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0,NA,"Some or no voting machines",NA
"99","Jackson",2012,5298,56.8882207666703,3900,41.8769462042306,115,1.23483302909911,-1398,-15.0112745624396,"Dem","Obama",9313,58.4216799447964,15941,-3.3431055764278,3.48109710683578,-0.137991530407972,622,6.82420268326358,62,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.037037037037037,"ES&S","Some or no voting machines",NA
"100","Jefferson",2012,20158,45.5229105033762,23517,53.108556717328,606,1.36853277929586,3359,7.58564621395181,"Rep","Romney",44281,68.9498925601819,64222,-4.16434335382626,4.23675946949403,-0.0724161156677683,3711,8.4011028233203,1115,NA,1,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"101","Juneau",2012,6242,52.77754291029,5411,45.75124714636,174,1.47120994334996,-831,-7.02629576392999,"Dem","Obama",11827,55.6564705882353,21250,-0.873801408877384,1.10250473525855,-0.228703326381174,207,1.97630614413593,297,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.0357142857142857,"ES&S","Some or no voting machines",NA
"102","Kenosha",2012,44867,55.4618836298009,34977,43.2364611790301,1053,1.30165519116902,-9890,-12.2254224507707,"Dem","Obama",80897,65.0245157141709,124410,-2.71375002464329,3.11791671216292,-0.404166687519632,4337,5.83166673680622,2108,NA,4,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",80153.4771450022
"103","Kewaunee",2012,5153,46.6884117060795,5747,52.0703089607683,137,1.24127933315212,594,5.38189725468877,"Rep","Romney",11037,69.6956302096489,15836,-8.02559589566329,8.39736931119013,-0.371773415526841,1785,16.4229652068534,250,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",NA
"104","La Crosse",2012,36693,57.8188522265293,25751,40.5770382276008,1018,1.60410954586997,-10942,-17.2418139989285,"Dem","Obama",63462,69.5222549653276,91283,-3.1194881195747,3.08613373837301,0.033354381201679,3881,6.20562185794771,244,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",96711.3737051733
"105","Lafayette",2012,4536,57.0422535211268,3314,41.6750503018109,102,1.28269617706237,-1222,-15.3672032193159,"Dem","Obama",7952,63.191354100445,12584,-3.38425650313579,3.57008286470194,-0.185826361566153,526,6.95433936783773,121,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.0384615384615385,"ES&S","Some or no voting machines",NA
"106","Langlade",2012,4573,43.4737142313908,5816,55.2904268466584,130,1.23585892195076,1243,11.8167126152676,"Rep","Romney",10519,66.7576315288443,15757,-6.3436285872979,6.44405114967708,-0.100422562379181,1344,12.787679736975,117,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.0526315789473684,"ES&S","Some or no voting machines",NA
"107","Lincoln",2012,7563,49.7042586750789,7455,48.9944794952681,198,1.301261829653,-108,-0.709779179810726,"Dem","Obama",15216,67.297655904467,22610,-5.46996191700917,6.29733514106326,-0.827373224054103,1797,11.7672970580724,-52,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"108","Manitowoc",2012,20403,47.8752610460614,21604,50.6933852687894,610,1.43135368514912,1201,2.81812422272802,"Rep","Romney",42617,67.1144427471299,63499,-5.0035053989803,5.34515119513453,-0.341645796154224,4395,10.3486565941148,203,NA,1,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0.566666666666667,"ES&S","Some or no voting machines",NA
"109","Marathon",2012,32363,46.3241819587186,36617,52.4133291345796,882,1.26248890670178,4254,6.08914717586098,"Rep","Romney",69862,68.5109637939827,101972,-7.20393108219984,7.74891936125019,-0.54498827905035,10276,14.95285044345,1922,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",97035.3726290716
"110","Marinette",2012,9882,47.5622082110025,10619,51.1093998171054,276,1.328391971892,737,3.5471916061029,"Rep","Romney",20777,62.4046374722172,33294,-5.10775179840701,5.35075479240538,-0.243002993998383,2206,10.4585065908124,-478,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.08,"ES&S","Some or no voting machines",NA
"111","Marquette",2012,4014,49.5249845774213,3992,49.2535471930907,99,1.22146822948797,-22,-0.27143738433066,"Dem","Obama",8105,65.5479175090983,12365,-2.32309087503851,2.68204579110241,-0.358954916063903,392,5.00513666614092,259,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"112","Menominee",2012,1191,86.4923747276688,179,12.9992737835875,7,0.508351488743646,-1012,-73.4931009440813,"Dem","Obama",1377,48.2649842271293,2853,-0.317017537524535,0.223030689664856,0.0939868478596677,60,0.540048227189402,-71,NA,5,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"113","Milwaukee",2012,332438,67.4896868706555,154924,31.4517962710323,5214,1.05851685831222,-177514,-36.0378905996232,"Dem","Obama",492576,68.9059149223687,714853,0.18657570716789,0.00240318360657454,-0.188978890774465,-7140,-0.184172523561323,17384,NA,5,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",139936.465798353
"114","Monroe",2012,9515,48.8324352065692,9675,49.6535796766744,295,1.51398511675648,160,0.821144470105209,"Rep","Romney",19485,58.2877142600736,33429,-4.4152673832387,4.40504166497846,0.0102257182602388,1692,8.82030904821716,333,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.147058823529412,"ES&S","Some or no voting machines",NA
"115","Oconto",2012,8865,44.639709955184,10741,54.086308474747,253,1.27398157006899,1876,9.44659851956292,"Rep","Romney",19859,67.355175688509,29484,-7.69580248682355,7.92962353168497,-0.233821044861423,3048,15.6254260185085,891,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.642857142857143,"ES&S","Some or no voting machines",NA
"116","Oneida",2012,10452,48.272676888971,10917,50.4202845002771,283,1.30703861075189,465,2.14760761130611,"Rep","Romney",21652,73.307150595883,29536,-6.03023732637995,6.50182780305451,-0.471590476674567,2742,12.5320651294345,-275,NA,1,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0.619047619047619,"ES&S","Some or no voting machines",NA
"117","Outagamie",2012,45659,48.2673685990951,47372,50.0782274091928,1565,1.65440399171212,1713,1.81085881009768,"Rep","Romney",94596,70.6309266034496,133930,-6.66093213373366,6.74522171912146,-0.0842895853877972,12330,13.4061538528551,3033,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.67741935483871,"ES&S","Some or no voting machines",84720.3654280293
"118","Ozaukee",2012,19159,34.3246681118656,36077,64.6344303706756,581,1.04090151745884,16918,30.30976225881,"Rep","Romney",55817,83.9492246837823,66489,-4.2380602681588,4.34772560163223,-0.10966533347342,5325,8.58578586979103,2452,NA,0,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",NA
"119","Pepin",2012,1876,50.7164098404974,1794,48.4995944849959,29,0.783995674506623,-82,-2.21681535550149,"Dem","Obama",3699,63.9080856945404,5788,-5.02477286965902,5.64623993713066,-0.621467067471632,404,10.6710128067897,-72,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"120","Pierce",2012,10235,48.6917221693625,10397,49.4624167459562,388,1.84586108468126,162,0.77069457659372,"Rep","Romney",21020,65.5543427413067,32065,-4.69860668575125,5.07828502297256,-0.379678337221309,2153,9.77689170872381,-1087,NA,3,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.76,"ES&S","Mostly voting machines",NA
"121","Polk",2012,10073,44.624108448146,12094,53.5772825942498,406,1.79860895760422,2021,8.95317414610375,"Rep","Romney",22573,66.6341953005077,33876,-3.4083960786393,3.75172944316555,-0.343333364526242,1615,7.16012552180485,-70,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.285714285714286,"ES&S","Some or no voting machines",NA
"122","Portage",2012,22075,56.1176500495717,16615,42.2375880214556,647,1.64476192897272,-5460,-13.880062028116,"Dem","Obama",39337,69.8232099116049,56338,-6.83450864354387,7.20638716913966,-0.371878525595792,5547,14.0408958126835,-85,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.407407407407407,"ES&S","Some or no voting machines",NA
"123","Price",2012,3887,49.1963042652829,3884,49.1583343880521,130,1.64536134666498,-3,-0.0379698772307303,"Dem","Obama",7901,69.1553610503282,11425,-6.44196764099001,6.92011129798625,-0.478143656996237,1095,13.3620789389763,-293,NA,3,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",0,NA,"Some or no voting machines",NA
"124","Racine",2012,53008,51.2828450911342,49347,47.7409929956271,1009,0.976161913238652,-3661,-3.54185209550714,"Dem","Obama",103364,70.0701623563705,147515,-1.78446279225441,2.08013569946844,-0.295672907214042,3793,3.86459849172285,2722,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",81884.6753948655
"125","Richland",2012,4969,57.4119006354708,3573,41.2824956672444,113,1.30560369728481,-1396,-16.1294049682265,"Dem","Obama",8655,62.2930761479775,13894,-2.24490409825699,2.2529098684278,-0.00800577017081472,347,4.49781396668478,205,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0,NA,"Some or no voting machines",NA
"126","Rock",2012,49219,60.9976453092081,30517,37.8200520510596,954,1.18230263973231,-18702,-23.1775932581485,"Dem","Obama",80690,66.9570989959339,120510,-2.82657881892288,3.25601814890094,-0.429439329978057,4463,6.08259696782381,1521,NA,5,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",106896.005801386
"127","Rusk",2012,3397,47.2396050618829,3676,51.1194548741482,118,1.64094006396885,279,3.87984981226533,"Rep","Romney",7191,62.5848563968668,11490,-5.7719460932326,6.386231551816,-0.614285458583405,881,12.1581776450486,-81,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.0303030303030303,"ES&S","Some or no voting machines",NA
"128","Sauk",2012,18736,58.683872584333,12838,40.2104801578601,353,1.10564725780687,-5898,-18.4733924264729,"Dem","Obama",31927,67.3167749009024,47428,-2.10434657585768,2.45824349620009,-0.353896920342413,1157,4.56259007205777,1301,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",NA
"129","Sawyer",2012,4486,49.7063711911357,4442,49.218836565097,97,1.07479224376731,-44,-0.487534626038781,"Dem","Obama",9025,68.1543573478326,13242,-2.74272071860559,2.99979418755154,-0.257073468945951,522,5.74251490615714,-60,NA,2,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",0,NA,"Some or no voting machines",NA
"130","Shawano",2012,9000,44.3808866314907,11022,54.3517924946989,257,1.26732087381035,2022,9.97090586320824,"Rep","Romney",20279,62.3892444006892,32504,-6.68686188759935,6.87307279735214,-0.186210909752798,2743,13.5599346849515,190,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.5,"ES&S","Some or no voting machines",NA
"131","Sheboygan",2012,27918,44.5611402850713,34072,54.383808718137,661,1.05505099679175,6154,9.82266843306571,"Rep","Romney",62651,70.9154913635026,88346,-4.37859275629283,4.79036514494878,-0.411772388655944,5748,9.16895790124161,544,NA,0,"Mostly Rep","Rep2016",NA,"Large turnout change 2016",1,"ES&S","Mostly voting machines",101703.533520971
"132","St. Croix",2012,19910,43.071930773391,25503,55.1714440237966,812,1.75662520281233,5593,12.0995132504056,"Rep","Romney",46225,74.4375915876262,62099,-4.17601103959843,4.21988114032684,-0.0438701007284201,3933,8.39589217992527,1404,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.848484848484849,"ES&S","Mostly voting machines",NA
"133","Taylor",2012,3763,39.5605550883095,5601,58.8835155592935,148,1.55592935239697,1838,19.322960470984,"Rep","Romney",9512,60.690359216487,15673,-9.26247080512084,9.81439507994407,-0.551924274823229,1815,19.0768658850649,166,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.222222222222222,"ES&S","Some or no voting machines",NA
"134","Trempealeau",2012,7605,56.4127290260366,5707,42.3336547733848,169,1.25361620057859,-1898,-14.0790742526519,"Dem","Obama",13481,61.1133777596446,22059,-6.08539325126545,6.22129184714171,-0.135898595876268,1615,12.3066850984072,167,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.115384615384615,"ES&S","Some or no voting machines",NA
"135","Vernon",2012,8044,56.3739575303105,5942,41.6427219847221,283,1.98332048496741,-2102,-14.7312355455883,"Dem","Obama",14269,64.7149530590956,22049,-3.75392879295775,3.51128326358536,0.242645529372385,994,7.2652120565431,194,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.03125,"Dominion","Some or no voting machines",NA
"136","Vilas",2012,5951,42.9923421470886,7749,55.9817945383615,142,1.02586331454992,1798,12.9894523912729,"Rep","Romney",13842,78.0138646226681,17743,-4.21493058018415,4.6727036292706,-0.457773049086443,1234,8.88763420945476,92,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"137","Walworth",2012,22552,43.1179855840009,29006,55.4576219337323,745,1.42439248226679,6454,12.3396363497314,"Rep","Romney",52303,66.3348003094601,78847,-4.83132225781416,4.91420834442604,-0.0828860866118724,5146,9.7455306022402,1881,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",96798.524939533
"138","Washburn",2012,4447,47.8841391191989,4699,50.597609561753,141,1.51825131904813,252,2.71347044255411,"Rep","Romney",9287,72.9708493753438,12727,-3.61937273330331,3.37416794630084,0.245204787002478,642,6.99354067960415,175,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.04,"Dominion","Some or no voting machines",NA
"139","Washington",2012,23166,29.4201315689213,54765,69.5499225318128,811,1.02994589926596,31599,40.1297909628915,"Rep","Romney",78742,78.4376618719369,100388,-5.14330663241991,5.40752423048633,-0.264217598066427,9589,10.5508308629062,4331,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",NA
"140","Waukesha",2012,78779,32.3055409750016,162798,66.7598910832623,2279,0.934567941736106,84019,34.4543501082606,"Rep","Romney",243856,81.7899774944742,298149,-4.33683741544564,4.4353441805542,-0.0985067651085502,24206,8.77218159599983,10959,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",139723.39827639
"141","Waupaca",2012,11578,44.8065015479876,14002,54.187306501548,260,1.0061919504644,2424,9.38080495356037,"Rep","Romney",25840,63.502985918262,40691,-5.96375442002618,6.23936247740153,-0.275608057375359,3144,12.2031168974277,329,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.352941176470588,"Dominion","Some or no voting machines",NA
"142","Waushara",2012,5335,44.281208499336,6562,54.4654714475432,151,1.25332005312085,1227,10.1842629482072,"Rep","Romney",12048,60.9809181555904,19757,-5.24195801260595,5.769378950286,-0.527420937680062,1325,11.011336962892,199,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.08,"Dominion","Some or no voting machines",NA
"143","Winnebago",2012,45449,50.9672210198154,42122,47.236271068597,1602,1.79650791158759,-3327,-3.73094995121842,"Dem","Obama",89173,67.5655402333687,131980,-3.96964953916813,3.95696178566077,0.0126877535073617,6894,7.92661132482889,1496,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",108273.321258213
"144","Wood",2012,18581,47.7660668380463,19704,50.6529562982005,615,1.58097686375321,1123,2.88688946015424,"Rep","Romney",38900,67.2266003041615,57864,-7.82647643758622,8.19418338004011,-0.367706942453895,6252,16.0206598176263,-152,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.882352941176471,"Dominion","Mostly voting machines",NA
"145","Adams",2008,5806,58.14139795714,3974,39.7957139995994,206,2.06288804326056,-1832,-18.3456839575406,"Dem","Obama",9986,NA,NA,6.04690675591581,-6.97169227431027,0.924785518394459,-1275,-13.0185990302261,-470,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.368421052631579,"Dominion","Some or no voting machines",NA
"146","Ashland",2008,5818,67.8563097737346,2634,30.7207837648705,122,1.42290646139491,-3184,-37.135526008864,"Dem","Obama",8574,NA,NA,4.751624481855,-5.29400045080508,0.542375968950084,-692,-10.0456249326601,-625,NA,5,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",0.0625,"Dominion","Some or no voting machines",NA
"147","Barron",2008,12078,52.7746220396749,10457,45.6916892423316,351,1.53368871799353,-1621,-7.08293279734335,"Dem","Obama",22886,NA,NA,3.91302701941338,-4.56523518428832,0.65220816487493,-1955,-8.4782622037017,-1051,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.228571428571429,"Dominion","Some or no voting machines",NA
"148","Bayfield",2008,5972,63.0756231516688,3365,35.5407689057879,131,1.3836079425433,-2607,-27.5348542458809,"Dem","Obama",9468,NA,NA,2.81167841509799,-3.16425223041169,0.352573815313692,-516,-5.97593064550968,-231,NA,5,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.428571428571429,"Dominion","Some or no voting machines",NA
"149","Brown",2008,67269,53.9213171521554,55854,44.7713099379579,1631,1.30737290988666,-11415,-9.15000721419754,"Dem","Obama",124754,NA,NA,9.36521547648591,-9.71065998758593,0.345444511100017,-23653,-19.0758754640718,1460,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly voting machines",92124.0198290683
"150","Buffalo",2008,3949,56.4142857142857,2923,41.7571428571429,128,1.82857142857143,-1026,-14.6571428571429,"Dem","Obama",7000,NA,NA,3.74665299132432,-4.37643638142913,0.629783390104824,-530,-8.12308937275345,-591,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.0434782608695652,"Dominion","Some or no voting machines",NA
"151","Burnett",2008,4337,49.9194290976059,4200,48.3425414364641,151,1.73802946593002,-137,-1.5768876611418,"Dem","Obama",8688,NA,NA,1.6520758093321,-2.5425567289688,0.890480919636702,-381,-4.19463253830091,-633,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no voting machines",NA
"152","Calumet",2008,13295,50.2190828737629,12722,48.0546951726222,457,1.72622195361487,-573,-2.16438770114073,"Dem","Obama",26474,NA,NA,9.50852740612564,-10.1863239759773,0.677796569851614,-5004,-19.6948513821029,1198,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.941176470588235,"Dominion","Mostly voting machines",NA
"153","Chippewa",2008,16239,53.7163838443981,13492,44.6296847606761,500,1.65393139492574,-2747,-9.086699083722,"Dem","Obama",30231,NA,NA,5.39047636176151,-5.98622403240473,0.595747670643207,-3446,-11.3767003941662,-293,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly voting machines",NA
"154","Clark",2008,7454,52.5410587157257,6383,44.9918939874533,350,2.46704729682103,-1071,-7.54916472827236,"Dem","Obama",14187,NA,NA,6.48486036861823,-7.67587460758802,1.19101423896979,-2071,-14.1607349762062,-938,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.363636363636364,"Dominion","Some or no voting machines",NA
